cep,cidade,bairro,logradouro
60540134,Fortaleza/CE,Granja Lisboa,Rua Urucutuba - de 1732 a 2590 - lado par
60540172,Fortaleza/CE,Granja Lisboa,Rua Martins Carvalho - de 866/867 a 1819/1820
60540174,Fortaleza/CE,Granja Lisboa,Vila Pavão
60540176,Fortaleza/CE,Granja Lisboa,Rua Maria Marques - até 2139/2140
60540178,Fortaleza/CE,Granja Lisboa,Rua Martins Carvalho - de 1821/1822 a 2734/2735
60540180,Fortaleza/CE,Granja Lisboa,Vila Ana Cristina
60540182,Fortaleza/CE,Granja Lisboa,Rua Martins Carvalho - de 2736/2737 a 3311/3312
60540184,Fortaleza/CE,Granja Lisboa,Rua Martins Carvalho - de 3313/3314 ao fim
60540190,Fortaleza/CE,Granja Lisboa,Vila Paite Lino
60540200,Fortaleza/CE,Granja Lisboa,Travessa Martins Carvalho
60540212,Fortaleza/CE,Granja Lisboa,Rua Xavier da Silveira - de 3131/3132 a 4067/4068
60540214,Fortaleza/CE,Granja Lisboa,Rua Xavier da Silveira - de 4069/4070 ao fim
60540215,Fortaleza/CE,Granja Lisboa,Rua Xavier da Silveira - até 3129/3130
60540232,Fortaleza/CE,Granja Lisboa,Rua Nova Conquista - de 2695/2696 a 3501/3502
60540234,Fortaleza/CE,Granja Lisboa,Rua Nova Conquista - de 3503/3504 ao fim
60540235,Fortaleza/CE,Granja Lisboa,Rua Nova Conquista - de 1806/1807 a 2693/2694
60540238,Fortaleza/CE,Granja Lisboa,Rua Manacapuru
60540240,Fortaleza/CE,Granja Lisboa,Rua Alto da Paz
60540252,Fortaleza/CE,Granja Lisboa,Rua Bom Jesus - de 2718/2719 a 3594/3595
60540254,Fortaleza/CE,Granja Lisboa,Rua Bom Jesus - de 3596/3597 ao fim
60540255,Fortaleza/CE,Granja Lisboa,Rua Bom Jesus - de 1848/1849 a 2716/2717
60540256,Fortaleza/CE,Granja Lisboa,Rua A (Cj Palmares)
60540258,Fortaleza/CE,Granja Lisboa,Rua B (Cj Palmares)
60540262,Fortaleza/CE,Granja Lisboa,Rua Doutor Fernando Augusto - de 2651/2652 a 3539/3540
60540265,Fortaleza/CE,Granja Lisboa,Rua Doutor Fernando Augusto - de 1875/1876 a 2649/2650
60540266,Fortaleza/CE,Granja Lisboa,Rua Doutor Fernando Augusto - de 3541/3542 ao fim
60540272,Fortaleza/CE,Granja Lisboa,Rua C (Cj Palmares)
60540276,Fortaleza/CE,Granja Lisboa,Rua D (Cj Palmares)
60540282,Fortaleza/CE,Granja Lisboa,Rua Coronel João Correia - de 2586/2587 a 3629/3630
60540284,Fortaleza/CE,Granja Lisboa,Vila Bom Jardim
60540285,Fortaleza/CE,Granja Lisboa,Rua Coronel João Correia - de 1973/1974 a 2584/2585
60540286,Fortaleza/CE,Granja Lisboa,Rua Coronel João Correia - de 3631/3632 ao fim
60540300,Fortaleza/CE,Granja Lisboa,Vila da Paz
60540342,Fortaleza/CE,Granja Lisboa,Rua Geraldo Barbosa - de 2666/2667 a 3698/3699
60540344,Fortaleza/CE,Granja Lisboa,Rua Geraldo Barbosa - de 3700/3701 ao fim
60540345,Fortaleza/CE,Granja Lisboa,Rua Geraldo Barbosa - de 1900/1901 a 2664/2665
60540350,Fortaleza/CE,Granja Lisboa,Vila Helena
60540355,Fortaleza/CE,Granja Lisboa,Rua Valdenia Soares
60540360,Fortaleza/CE,Granja Lisboa,Vila Bonfim
60540365,Fortaleza/CE,Granja Lisboa,Travessa Lagoinha
60540371,Fortaleza/CE,Bom Jardim,Vila Nobre
60540372,Fortaleza/CE,Granja Lisboa,Rua Pedestre (Cj Unidos Para Vencer)
60540374,Fortaleza/CE,Granja Lisboa,Rua Oscar Franca - de 2776/2777 a 3748/3749
60540375,Fortaleza/CE,Granja Lisboa,Rua Oscar Franca - de 2006/2007 a 2774/2775
60540376,Fortaleza/CE,Granja Lisboa,Rua Oscar Franca - de 3750/3751 ao fim
60540378,Fortaleza/CE,Granja Lisboa,Vila Madalena
60540380,Fortaleza/CE,Granja Lisboa,Rua da Consolata
60540382,Fortaleza/CE,Granja Lisboa,Rua Alto da Pedra
60540390,Fortaleza/CE,Bom Jardim,Vila Valderice
60540395,Fortaleza/CE,Granja Lisboa,Rua Carícia de Menina
60540420,Fortaleza/CE,Bom Jardim,Vila Santana
60540430,Fortaleza/CE,Bom Jardim,Vila Menino Jesus de Praga
60540438,Fortaleza/CE,Granja Lisboa,Vila Santo Eduardo
60540441,Fortaleza/CE,Granja Lisboa,Rua Três Corações - de 351/352 a 1499/1500
60540442,Fortaleza/CE,Granja Lisboa,Avenida Oscar Araripe - de 2751/2752 a 3779/3780
60540444,Fortaleza/CE,Granja Lisboa,Avenida Oscar Araripe - de 3781/3782 ao fim
60540445,Fortaleza/CE,Granja Lisboa,Avenida Oscar Araripe - de 1934/1935 a 2749/2750
60540446,Fortaleza/CE,Granja Lisboa,Rua Coronel Virgílio Nogueira - de 328 a 1400 - lado par
60540447,Fortaleza/CE,Granja Lisboa,Vila Itabira
60540448,Fortaleza/CE,Granja Lisboa,Rua Oliveira Sobrinho - de 2501/2502 ao fim
60540449,Fortaleza/CE,Granja Lisboa,Vila Jales
60540451,Fortaleza/CE,Granja Lisboa,Rua João Marcondes Braga
60540452,Fortaleza/CE,Granja Lisboa,Rua Coronel Virgílio Nogueira - de 1402 ao fim - lado par
60540453,Fortaleza/CE,Granja Lisboa,Rua Umuarama - lado ímpar
60540454,Fortaleza/CE,Granja Lisboa,Rua Umuarama - lado par
60540455,Fortaleza/CE,Granja Lisboa,Rua Primeiro de Maio - de 2801/2802 ao fim
60540456,Fortaleza/CE,Granja Lisboa,Rua Manuel Bezerra dos Santos - até 1279/1280
60540458,Fortaleza/CE,Granja Lisboa,Rua Manuel Bezerra dos Santos - de 1281/1282 ao fim
60540460,Fortaleza/CE,Granja Lisboa,Vila Aparecida
60540461,Fortaleza/CE,Granja Lisboa,Rua Três Corações - de 1501/1502 ao fim
60540462,Fortaleza/CE,Granja Lisboa,Rua Sousa Carvalho - de 2770/2771 ao fim
60540464,Fortaleza/CE,Granja Lisboa,Vila Elvira Tavares
60540466,Fortaleza/CE,Granja Lisboa,Vila Policarpo
60540467,Fortaleza/CE,Granja Lisboa,Rua Pato Branco - de 491/492 a 2989/2990
60540468,Fortaleza/CE,Granja Lisboa,Rua Tenente Francisco Paiva - até 1344/1345
60540469,Fortaleza/CE,Granja Lisboa,Rua São Luiz do Oeste
60540470,Fortaleza/CE,Bom Jardim,Vila Ninon
60540471,Fortaleza/CE,Granja Lisboa,Travessa Argila
60540472,Fortaleza/CE,Granja Lisboa,Rua Barra Vermelha - até 678/679
60540473,Fortaleza/CE,Granja Lisboa,Vila Loureiro
60540474,Fortaleza/CE,Granja Lisboa,Rua Barra Vermelha - de 680/681 ao fim
60540475,Fortaleza/CE,Granja Lisboa,Rua Teodoro de Castro - de 1801/1802 ao fim
60540476,Fortaleza/CE,Granja Lisboa,Rua Pato Branco - até 489/490
60540477,Fortaleza/CE,Granja Lisboa,Rua Pato Branco - de 2991/2992 ao fim
60540478,Fortaleza/CE,Granja Lisboa,Rua Tenente Francisco Paiva - de 1346/1347 ao fim
60540480,Fortaleza/CE,Bom Jardim,Vila Familiar
60540482,Fortaleza/CE,Granja Lisboa,Rua Sobradinho - até 814/815
60540484,Fortaleza/CE,Granja Lisboa,Rua Sobradinho - de 816/817 ao fim
60540485,Fortaleza/CE,Granja Lisboa,Rua Londrina - de 1796/1797 ao fim
60540486,Fortaleza/CE,Granja Lisboa,Rua Gabriel da Silva
60540488,Fortaleza/CE,Granja Lisboa,Rua João Paulo das Chagas
60540490,Fortaleza/CE,Bom Jardim,Vila Raimundo
60540491,Fortaleza/CE,Granja Lisboa,Rua Sargento Barbosa - de 496/497 a 2219/2220
60540492,Fortaleza/CE,Granja Lisboa,Rua Humberto Lomeu - de 2256/2257 ao fim
60540494,Fortaleza/CE,Granja Lisboa,Rua Guararema - até 489/490
60540495,Fortaleza/CE,Granja Lisboa,Rua Humberto Lomeu - de 1701/1702 a 2254/2255
60540496,Fortaleza/CE,Granja Lisboa,Rua Guararema - de 491/492 a 1949/1950
60540498,Fortaleza/CE,Granja Lisboa,Rua Sargento Barbosa - até 494/495
60540502,Fortaleza/CE,Granja Lisboa,Rua José Abílio - de 1870/1871 a 2118/2119
60540504,Fortaleza/CE,Granja Lisboa,Rua José Abílio - de 2120/2121 ao fim
60540505,Fortaleza/CE,Granja Lisboa,Rua Edson Martins - de 1851/1852 a 2719/2720
60540506,Fortaleza/CE,Granja Lisboa,Rua Edson Martins - de 2721/2722 ao fim
60540507,Fortaleza/CE,Granja Lisboa,Rua Ari Maia - até 489/490
60540509,Fortaleza/CE,Granja Lisboa,Rua Ari Maia - de 491/492 ao fim
60540510,Fortaleza/CE,Granja Lisboa,Rua José Torres - lado par
60540511,Fortaleza/CE,Granja Lisboa,Rua Sargento João Pinheiro - até 494/495
60540512,Fortaleza/CE,Granja Lisboa,Rua Vinte e Três de Junho - de 2216/2217 ao fim
60540513,Fortaleza/CE,Granja Lisboa,Rua Sargento João Pinheiro - de 496/497 ao fim
60540514,Fortaleza/CE,Granja Lisboa,Rua Nova Aliança
60540515,Fortaleza/CE,Granja Lisboa,Rua Vinte e Três de Junho - de 1731/1732 a 2214/2215
60540516,Fortaleza/CE,Granja Lisboa,Rua Angélica Sinfrônio
60540517,Fortaleza/CE,Granja Lisboa,Vila Almeida Júnior
60540518,Fortaleza/CE,Granja Lisboa,Rua Gilberto Alves
60540521,Fortaleza/CE,Granja Lisboa,Vila Martins da Silva
60540522,Fortaleza/CE,Granja Lisboa,Rua Mateus Lemos - de 1851/1852 a 2734/2735
60540524,Fortaleza/CE,Granja Lisboa,Rua Mateus Lemos - de 2736/2737 ao fim
60540525,Fortaleza/CE,Granja Lisboa,Rua Nereide - de 1891/1892 ao fim
60540527,Fortaleza/CE,Granja Lisboa,Travessa Tenente Francisco Paiva
60540530,Fortaleza/CE,Bom Jardim,Vila Edson Martins
60540534,Fortaleza/CE,Granja Lisboa,Rua Vitória
60540535,Fortaleza/CE,Granja Lisboa,Rua João XXIII - de 1881/1882 a 2814/2815
60540536,Fortaleza/CE,Granja Lisboa,Rua João XXIII - de 2816/2817 ao fim
60540538,Fortaleza/CE,Granja Lisboa,Travessa Binário
60540542,Fortaleza/CE,Granja Lisboa,Rua José Martins - de 2716/2717 ao fim
60540545,Fortaleza/CE,Granja Lisboa,Rua José Martins - de 1846/1847 a 2714/2715
60540546,Fortaleza/CE,Granja Lisboa,Rua Senador Menezes Pimentel
60540550,Fortaleza/CE,Granja Lisboa,Vila Roziane
60540552,Fortaleza/CE,Granja Lisboa,Rua Luminosa - de 2080/2081 ao fim
60540555,Fortaleza/CE,Granja Lisboa,Rua Luminosa - de 1856/1857 a 2078/2079
60540560,Fortaleza/CE,Granja Lisboa,Vila Mará Murce
60540562,Fortaleza/CE,Granja Lisboa,Rua Coronel Fabriciano - de 2191/2192 ao fim
60540565,Fortaleza/CE,Granja Lisboa,Rua Coronel Fabriciano - de 1791/1792 a 2189/2190
60540566,Fortaleza/CE,Granja Lisboa,Rua Venturosa
60540568,Fortaleza/CE,Granja Lisboa,Rua Balsas
60540572,Fortaleza/CE,Granja Lisboa,Rua Guimarães Rosas
60540574,Fortaleza/CE,Granja Lisboa,Vila Érica
60540576,Fortaleza/CE,Granja Lisboa,Rua Paulino Rocha
60540604,Fortaleza/CE,Granja Lisboa,Rua Mirtes Cordeiro - de 2730/2731 ao fim
60540605,Fortaleza/CE,Granja Lisboa,Rua Mirtes Cordeiro - de 2041/2042 a 2728/2729
60540618,Fortaleza/CE,Granja Lisboa,Estrada do Jatobá - até 2485/2486
60540650,Fortaleza/CE,Bom Jardim,Vila São Francisco
60540661,Fortaleza/CE,Bom Jardim,Rua A
60540662,Fortaleza/CE,Bom Jardim,Rua B
60540663,Fortaleza/CE,Bom Jardim,Rua C
60540664,Fortaleza/CE,Granja Portugal,Rua João XXIII - de 1016/1017 a 1879/1880
60540665,Fortaleza/CE,Granja Portugal,Rua João XXIII - até 1014/1015
60540666,Fortaleza/CE,Granja Portugal,Travessa Sávio
60540668,Fortaleza/CE,Granja Portugal,Vila Predileta
60540670,Fortaleza/CE,Granja Portugal,Rua Nilza Costa Moreira
60540672,Fortaleza/CE,Granja Portugal,Vila Maranhense
60540682,Fortaleza/CE,Granja Portugal,Rua Nereide - de 961/962 a 1889/1890
60540685,Fortaleza/CE,Granja Portugal,Rua Nereide - até 959/960
60540686,Fortaleza/CE,Granja Portugal,Vila Andrade Cruz
60540690,Fortaleza/CE,Bom Jardim,Vila Zuleica
60540700,Fortaleza/CE,Granja Portugal,Vila Maria Goreti
60540710,Fortaleza/CE,Bom Jardim,Vila Nena
60540720,Fortaleza/CE,Bom Jardim,Vila Santo Inácio
60540730,Fortaleza/CE,Bom Jardim,Vila Plymouth
60540732,Fortaleza/CE,Granja Portugal,Rua Oliveira Sobrinho - de 1601/1602 a 2499/2500
60540735,Fortaleza/CE,Granja Portugal,Rua Oliveira Sobrinho - de 1301/1302 a 1599/1600
60540740,Fortaleza/CE,Bom Jardim,Vila do Zuca
60540752,Fortaleza/CE,Granja Portugal,Rua Luminosa - de 1061/1062 a 1854/1855
60540754,Fortaleza/CE,Granja Portugal,Vila Ferreira Pontes
60540755,Fortaleza/CE,Granja Portugal,Rua Luminosa - até 1059/1060
60540756,Fortaleza/CE,Granja Portugal,Vila Andorba
60540758,Fortaleza/CE,Granja Portugal,Vila Beira Rio
60540760,Fortaleza/CE,Granja Portugal,Vila Gegê
60540762,Fortaleza/CE,Granja Portugal,Travessa Irajá
60540764,Fortaleza/CE,Granja Portugal,Travessa Nagóia
60540770,Fortaleza/CE,Granja Portugal,Vila Pereira Pontes
60540780,Fortaleza/CE,Granja Portugal,Vila Carneiro
60540790,Fortaleza/CE,Granja Portugal,Vila José Dutra
60540802,Fortaleza/CE,Granja Portugal,Vila Albuquerque
60540805,Fortaleza/CE,Granja Portugal,Rua Mateus Lemos - até 1849/1850
60540806,Fortaleza/CE,Granja Portugal,Vila Elaine
60540808,Fortaleza/CE,Granja Portugal,Vila Eliana Diógenes
60540812,Fortaleza/CE,Granja Portugal,Rua Gustavo Barroso - de 960/961 ao fim
60540814,Fortaleza/CE,Granja Portugal,Vila Paramaribu
60540815,Fortaleza/CE,Granja Portugal,Rua Gustavo Barroso - até 958/959
60540820,Fortaleza/CE,Granja Portugal,Travessa Costa
60540832,Fortaleza/CE,Granja Portugal,Rua Alípio Martins
60540834,Fortaleza/CE,Granja Portugal,Rua Coronel Fabriciano - de 971/972 a 1789/1790
60540835,Fortaleza/CE,Granja Portugal,Rua Coronel Fabriciano - até 969/970
60540836,Fortaleza/CE,Granja Portugal,Vila Alegre
60540840,Fortaleza/CE,Granja Portugal,Vila Irineu
60541001,Fortaleza/CE,Granja Portugal,Vila Fernando Farias
60541012,Fortaleza/CE,Granja Portugal,Rua Vinte e Três de Junho - de 860/861 a 1729/1730
60541015,Fortaleza/CE,Granja Portugal,Rua Vinte e Três de Junho - até 858/859
60541020,Fortaleza/CE,Granja Portugal,Vila Evanice
60541030,Fortaleza/CE,Granja Portugal,Rua Mar Vermelho
60541032,Fortaleza/CE,Granja Portugal,Travessa Mausoleu
60541040,Fortaleza/CE,Granja Portugal,Travessa Neves
60541052,Fortaleza/CE,Granja Portugal,Rua José Abílio - de 866/867 a 1868/1869
60541055,Fortaleza/CE,Granja Portugal,Rua José Abílio - até 864/865
60541056,Fortaleza/CE,Granja Portugal,Vila Beleza
60541058,Fortaleza/CE,Granja Portugal,Vila Rodrigues
60541060,Fortaleza/CE,Granja Portugal,Vila Santa Isabel
60541070,Fortaleza/CE,Granja Portugal,Vila Janete
60541080,Fortaleza/CE,Granja Portugal,Vila Ripardo
60541090,Fortaleza/CE,Granja Portugal,Vila Polonesa
60541100,Fortaleza/CE,Granja Portugal,Rua Dolores Duran
60541112,Fortaleza/CE,Granja Portugal,Rua Humberto Lomeu - de 831/832 a 1699/1700
60541114,Fortaleza/CE,Granja Portugal,Vila Gurgel
60541115,Fortaleza/CE,Granja Portugal,Rua Humberto Lomeu - até 829/830
60541120,Fortaleza/CE,Granja Portugal,Vila do Mauro
60541130,Fortaleza/CE,Granja Portugal,Vila Verde Rosa
60541140,Fortaleza/CE,Granja Portugal,Vila Amaral
60541150,Fortaleza/CE,Granja Portugal,Vila Ana Cíntia
60541162,Fortaleza/CE,Granja Portugal,Rua Londrina - de 876/877 a 1794/1795
60541164,Fortaleza/CE,Granja Portugal,Vila Libra
60541165,Fortaleza/CE,Granja Portugal,Rua Londrina - até 874/875
60541170,Fortaleza/CE,Granja Portugal,Vila Raimundo Nonato
60541180,Fortaleza/CE,Granja Portugal,Vila João Holanda
60541186,Fortaleza/CE,Granja Portugal,Vila Clélia
60541192,Fortaleza/CE,Granja Portugal,Rua Teodoro de Castro - de 900/901 a 1799/1800
60541195,Fortaleza/CE,Granja Portugal,Rua Teodoro de Castro - até 898/899
60541200,Fortaleza/CE,Granja Portugal,Vila Eterna
60541210,Fortaleza/CE,Granja Portugal,Vila Cléia
60541220,Fortaleza/CE,Granja Portugal,Vila Sousa Carvalho
60541230,Fortaleza/CE,Granja Portugal,Vila Glacilda
60541242,Fortaleza/CE,Granja Portugal,Rua Sousa Carvalho - de 1846/1847 a 2768/2769
60541244,Fortaleza/CE,Granja Portugal,Vila Creusa
60541245,Fortaleza/CE,Granja Portugal,Rua Sousa Carvalho - de 1301/1302 a 1844/1845
60541250,Fortaleza/CE,Granja Portugal,Vila Augusto
60541260,Fortaleza/CE,Granja Portugal,Vila José Rolim
60541270,Fortaleza/CE,Granja Portugal,Vila Teresinha Tavares
60541280,Fortaleza/CE,Granja Portugal,Vila Verônica de Souza
60541290,Fortaleza/CE,Granja Portugal,Vila José Oscar Pinheiro
60541300,Fortaleza/CE,Granja Portugal,Vila Maria Quitéria
60541306,Fortaleza/CE,Granja Portugal,Vila Valdo
60541311,Fortaleza/CE,Granja Portugal,Vila Eva
60541312,Fortaleza/CE,Granja Portugal,Rua Primeiro de Maio - de 1880/1881 a 2799/2800
60541314,Fortaleza/CE,Granja Portugal,Vila ABC
60541315,Fortaleza/CE,Granja Portugal,Rua Primeiro de Maio - de 1301/1302 a 1878/1879
60541330,Fortaleza/CE,Granja Portugal,Vila Unidos
60541340,Fortaleza/CE,Granja Portugal,Vila Albatróz
60541350,Fortaleza/CE,Granja Portugal,Vila Álvaro
60541360,Fortaleza/CE,Granja Portugal,Vila Primeiro de Maio
60541380,Fortaleza/CE,Granja Portugal,Vila Perdizes
60541390,Fortaleza/CE,Granja Portugal,Vila Santa Rita
60541400,Fortaleza/CE,Granja Portugal,Vila Vieira
60541410,Fortaleza/CE,Granja Portugal,Vila Severina
60541418,Fortaleza/CE,Granja Portugal,Vila Paraibano
60541422,Fortaleza/CE,Granja Portugal,Rua Emílio de Menezes - de 1601/1602 a 2499/2500
60541424,Fortaleza/CE,Granja Portugal,Rua Emílio de Menezes - de 2501/2502 ao fim
60541425,Fortaleza/CE,Granja Portugal,Rua Emílio de Menezes - de 1301/1302 a 1599/1600
60541428,Fortaleza/CE,Granja Portugal,Travessa Emílio de Menezes
60541430,Fortaleza/CE,Granja Portugal,Vila Carine
60541432,Fortaleza/CE,Granja Portugal,Travessa Madressilva
60541440,Fortaleza/CE,Granja Portugal,Vila Pergentino
60541444,Fortaleza/CE,Granja Portugal,Vila Valfredo
60541450,Fortaleza/CE,Granja Portugal,Vila Tiane
60541460,Fortaleza/CE,Granja Portugal,Vila Elóia
60541470,Fortaleza/CE,Granja Portugal,Vila Mirtênia
60541480,Fortaleza/CE,Granja Portugal,Vila Eloísa
60541482,Fortaleza/CE,Granja Portugal,Vila Nadir
60541485,Fortaleza/CE,Granja Portugal,Travessa Sapupara
60541492,Fortaleza/CE,Granja Portugal,Rua Vital Brasil - de 2821/2822 ao fim
60541495,Fortaleza/CE,Granja Portugal,Rua Vital Brasil - de 1301/1302 a 2819/2820
60541498,Fortaleza/CE,Granja Portugal,Travessa Vital Brasil
60541500,Fortaleza/CE,Granja Portugal,Vila Ronaldo
60541502,Fortaleza/CE,Granja Portugal,Travessa Teem
60541510,Fortaleza/CE,Granja Portugal,Vila Bonita
60541512,Fortaleza/CE,Granja Portugal,Travessa Lajes
60541514,Fortaleza/CE,Granja Portugal,Travessa Tanques
60541515,Fortaleza/CE,Granja Portugal,Travessa Jubaia
60541516,Fortaleza/CE,Granja Portugal,Vila Consul
60541518,Fortaleza/CE,Granja Portugal,Vila Santo Inácio
60541525,Fortaleza/CE,Granja Portugal,Rua Taquari - de 1296/1297 ao fim
60541527,Fortaleza/CE,Granja Portugal,Vila Cáucaso
60541530,Fortaleza/CE,Granja Portugal,Vila Guandu
60541540,Fortaleza/CE,Granja Portugal,Vila São Jorge
60541555,Fortaleza/CE,Granja Portugal,Rua Carlos Chagas - de 1501/1502 ao fim
60541560,Fortaleza/CE,Granja Portugal,Vila Portugal
60541572,Fortaleza/CE,Granja Portugal,Vila São Francisco
60541575,Fortaleza/CE,Granja Portugal,Rua Francisco Domingos - de 1300/1301 ao fim
60541578,Fortaleza/CE,Granja Portugal,Vila Piripiri
60541580,Fortaleza/CE,Granja Portugal,Vila Macêdo
60541590,Fortaleza/CE,Granja Portugal,Vila Floral
60541600,Fortaleza/CE,Granja Portugal,Vila Francisco Domingos
60541615,Fortaleza/CE,Granja Portugal,Rua Bias Mendes - de 1601/1602 ao fim
60541622,Fortaleza/CE,Granja Portugal,Vila Ivanci
60541625,Fortaleza/CE,Granja Portugal,Rua Capitão Theógenes Gondim - de 801/802 ao fim
60541630,Fortaleza/CE,Granja Portugal,Rua Democrata
60541640,Fortaleza/CE,Bonsucesso,Rua Sideral
60541642,Fortaleza/CE,Bonsucesso,Travessa Gorete Marques
60541645,Fortaleza/CE,Bonsucesso,Rua Cosmonauta
60541646,Fortaleza/CE,Bonsucesso,Rua Sousa Carvalho - até 1299/1300
60541648,Fortaleza/CE,Bonsucesso,Vila Nossa Senhora do Perpétuo Socorro
60541650,Fortaleza/CE,Bonsucesso,Rua Piratininga
60541652,Fortaleza/CE,Bonsucesso,Vila Aristóteles Ribeiro
60541654,Fortaleza/CE,Bonsucesso,Vila Satélite
60541655,Fortaleza/CE,Bonsucesso,Rua Alto Vermelho
60541656,Fortaleza/CE,Bonsucesso,Vila Salém
60541657,Fortaleza/CE,Bonsucesso,Travessa Freitas Lima
60541658,Fortaleza/CE,Bonsucesso,Rua Primeiro de Maio - até 1299/1300
60541660,Fortaleza/CE,Bonsucesso,Rua Pomar Carioca
60541661,Fortaleza/CE,Bonsucesso,Travessa Primeiro de Maio
60541662,Fortaleza/CE,Bonsucesso,Travessa Grega
60541664,Fortaleza/CE,Bonsucesso,Rua Emílio de Menezes - até 1299/1300
60541665,Fortaleza/CE,Bonsucesso,Rua Rubens Mendes
60541666,Fortaleza/CE,Bonsucesso,Rua Sobreira Filho
60541667,Fortaleza/CE,Bonsucesso,Travessa Ítalo da Silva
60541668,Fortaleza/CE,Bonsucesso,Vila Silva The
60541670,Fortaleza/CE,Bonsucesso,Rua Riacho Doce
60541672,Fortaleza/CE,Bonsucesso,Rua Luiz Vieira
60541674,Fortaleza/CE,Bonsucesso,Travessa Riacho Doce
60541675,Fortaleza/CE,Bonsucesso,Rua José Júlio Frota
60541680,Fortaleza/CE,Bonsucesso,Rua São Francisco do Bosque
60541690,Fortaleza/CE,Bonsucesso,Vila Virgem do Socorro
60541698,Fortaleza/CE,Bonsucesso,Rua Terezinha Nunes Freitas
60541700,Fortaleza/CE,Bonsucesso,Vila Cecília Nogueira
60541702,Fortaleza/CE,Bonsucesso,Rua São José
60541704,Fortaleza/CE,Bonsucesso,Rua Carlos Chagas - até 1499/1500
60541705,Fortaleza/CE,Bonsucesso,Rua Vital Brasil - até 1299/1300
