cep,cidade,bairro,logradouro
60744800,Fortaleza/CE,Serrinha,Rua XIV (Cj Martins Soares Moreno)
60744810,Fortaleza/CE,Serrinha,Rua XV (Cj Martins Soares Moreno)
60744820,Fortaleza/CE,Serrinha,Rua I (Cj Oito de Setembro)
60744830,Fortaleza/CE,Serrinha,Rua II (Cj Oito de Setembro)
60744850,Fortaleza/CE,Serrinha,Rua IV (Cj Oito de Setembro)
60744860,Fortaleza/CE,Serrinha,Rua V (Cj Oito de Setembro)
60744861,Fortaleza/CE,Serrinha,Rua IX (Cj Oito de Setembro)
60744870,Fortaleza/CE,Serrinha,Rua VI (Cj Oito de Setembro)
60744880,Fortaleza/CE,Serrinha,Rua VII (Cj Oito de Setembro)
60744890,Fortaleza/CE,Serrinha,Rua VIII (Cj Oito de Setembro)
60745010,Fortaleza/CE,Passaré,Rua 1 (Cj Riacho Doce)
60745020,Fortaleza/CE,Passaré,Rua 2 (Cj Riacho Doce)
60745030,Fortaleza/CE,Passaré,Rua 3 (Cj Riacho Doce)
60745040,Fortaleza/CE,Passaré,Rua 4 (Cj Riacho Doce)
60745050,Fortaleza/CE,Passaré,Rua 5 (Cj Riacho Doce)
60745060,Fortaleza/CE,Passaré,Rua 6 (Cj Riacho Doce)
60745070,Fortaleza/CE,Passaré,Rua 7 (Cj Riacho Doce)
60745080,Fortaleza/CE,Passaré,Rua 8 (Cj Riacho Doce)
60745090,Fortaleza/CE,Passaré,Rua 9 (Cj Riacho Doce)
60745100,Fortaleza/CE,Passaré,Rua 10 (Cj Riacho Doce)
60745110,Fortaleza/CE,Passaré,Rua 11 (Cj Riacho Doce)
60745120,Fortaleza/CE,Passaré,Rua 12 (Cj Riacho Doce)
60745130,Fortaleza/CE,Passaré,Rua 13 (Cj Riacho Doce)
60745140,Fortaleza/CE,Passaré,Rua 14 (Cj Riacho Doce)
60745150,Fortaleza/CE,Passaré,Rua 15 (Cj Riacho Doce)
60745160,Fortaleza/CE,Passaré,Rua 16 (Cj Riacho Doce)
60745170,Fortaleza/CE,Passaré,Rua 17 (Cj Riacho Doce)
60745180,Fortaleza/CE,Passaré,Rua 18 (Cj Riacho Doce)
60745190,Fortaleza/CE,Passaré,Rua 19 (Cj Riacho Doce)
60745200,Fortaleza/CE,Passaré,Rua 20 (Cj Riacho Doce)
60745500,Fortaleza/CE,Parque Dois Irmãos,Avenida I (Lot dos Expedicionários I)
60745510,Fortaleza/CE,Parque Dois Irmãos,Avenida II (Lot dos Expedicionários I)
60745520,Fortaleza/CE,Parque Dois Irmãos,Rua A (Lot dos Expedicionários I)
60745530,Fortaleza/CE,Parque Dois Irmãos,Rua B (Lot dos Expedicionários I)
60745540,Fortaleza/CE,Parque Dois Irmãos,Rua C (Lot dos Expedicionários I)
60745550,Fortaleza/CE,Parque Dois Irmãos,Rua D (Lot dos Expedicioários I)
60745560,Fortaleza/CE,Parque Dois Irmãos,Rua E (Lot dos Expedicionários I)
60745570,Fortaleza/CE,Parque Dois Irmãos,Rua F (Lot dos Expedicionários I)
60745580,Fortaleza/CE,Parque Dois Irmãos,Rua G (Lot dos Expedicionários I)
60745590,Fortaleza/CE,Parque Dois Irmãos,Rua H (Lot dos Expedicionários I)
60745600,Fortaleza/CE,Parque Dois Irmãos,Rua I (Lot dos Expedicionários I)
60745610,Fortaleza/CE,Parque Dois Irmãos,Rua J (Lot dos Expedicionários I)
60745620,Fortaleza/CE,Parque Dois Irmãos,Rua L (Lot dos Expedicionários I)
60745630,Fortaleza/CE,Parque Dois Irmãos,Rua M (Lot dos Expedicionários I)
60745640,Fortaleza/CE,Parque Dois Irmãos,Rua N (Lot dos Expedicionários I)
60745650,Fortaleza/CE,Parque Dois Irmãos,Rua O (Lot dos Expedicionários I)
60745660,Fortaleza/CE,Parque Dois Irmãos,Rua P (Lot dos Expedicionários I)
60745670,Fortaleza/CE,Parque Dois Irmãos,Rua Q (Lot dos Expedicionários I)
60745680,Fortaleza/CE,Parque Dois Irmãos,Rua R (Lot dos Expedicionários I)
60745690,Fortaleza/CE,Parque Dois Irmãos,Rua K (Lot dos Expedicionários I)
60745695,Fortaleza/CE,Parque Dois Irmãos,Avenida Montenegro
60745696,Fortaleza/CE,Parque Dois Irmãos,Rua Pinto Martins Júnior
60745698,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 15 (Cj Rosalina)
60745700,Fortaleza/CE,Parque Dois Irmãos,Avenida Monte Sinai
60745702,Fortaleza/CE,Parque Dois Irmãos,Rua SD-5 (Cj Rosalina)
60745705,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 1 (Cj Rosalina)
60745708,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 2 (Cj Rosalina)
60745710,Fortaleza/CE,Parque Dois Irmãos,Rua Primavera
60745712,Fortaleza/CE,Parque Dois Irmãos,Rua SD-1 (Cj Rosalina)
60745714,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 3 (Cj Rosalina)
60745715,Fortaleza/CE,Parque Dois Irmãos,Rua Vitória
60745716,Fortaleza/CE,Parque Dois Irmãos,Rua SD-2 (Cj Rosalina)
60745720,Fortaleza/CE,Parque Dois Irmãos,Rua Tomaz Coelho
60745722,Fortaleza/CE,Parque Dois Irmãos,Rua SD-3 (Cj Rosalina)
60745725,Fortaleza/CE,Parque Dois Irmãos,Rua Sete de Julho
60745726,Fortaleza/CE,Parque Dois Irmãos,Rua SD-4 (Cj Rosalina)
60745730,Fortaleza/CE,Parque Dois Irmãos,Rua Primeiro de Março
60745732,Fortaleza/CE,Parque Dois Irmãos,Rua SD-7 (Cj Rosalina)
60745735,Fortaleza/CE,Parque Dois Irmãos,Rua Oito de Agosto
60745736,Fortaleza/CE,Parque Dois Irmãos,Rua SD-6 (Cj Rosalina)
60745740,Fortaleza/CE,Parque Dois Irmãos,Rua Vinte e Três de Abril
60745741,Fortaleza/CE,Parque Dois Irmãos,Travessa Rei Cristo
60745742,Fortaleza/CE,Parque Dois Irmãos,Rua Henrique Dias
60745743,Fortaleza/CE,Parque Dois Irmãos,Rua Raquel Nunes
60745744,Fortaleza/CE,Parque Dois Irmãos,Rua Luciano de Queiroz
60745745,Fortaleza/CE,Parque Dois Irmãos,Rua Airton Senna
60745746,Fortaleza/CE,Parque Dois Irmãos,Rua Silva Rocha
60745747,Fortaleza/CE,Parque Dois Irmãos,Travessa Rosalina
60745748,Fortaleza/CE,Parque Dois Irmãos,Travessa das Rosas
60745749,Fortaleza/CE,Parque Dois Irmãos,Travessa Amorim Paiva
60745750,Fortaleza/CE,Parque Dois Irmãos,Rua Jânio Alves
60745752,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 4 (Cj Rosalina)
60745755,Fortaleza/CE,Parque Dois Irmãos,Rua Onze de Dezembro
60745756,Fortaleza/CE,Parque Dois Irmãos,Rua SD-8 (Cj Rosalina)
60745759,Fortaleza/CE,Parque Dois Irmãos,Rua SD-9 (Cj Rosalina)
60745760,Fortaleza/CE,Parque Dois Irmãos,Rua Cabral Soares
60745762,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 16 (Cj Rosalina)
60745765,Fortaleza/CE,Parque Dois Irmãos,Rua Princesa Diana
60745766,Fortaleza/CE,Parque Dois Irmãos,Rua SD-10 (Cj Rosalina)
60745769,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 5 (Cj Rosalina)
60745770,Fortaleza/CE,Parque Dois Irmãos,Rua Júlio Miguel
60745772,Fortaleza/CE,Parque Dois Irmãos,Travessa Joana Craveiro
60745774,Fortaleza/CE,Parque Dois Irmãos,Rua SD-11 (Cj Rosalina)
60745775,Fortaleza/CE,Parque Dois Irmãos,Rua Edson Alves
60745776,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 7 (Cj Rosalina)
60745779,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 6 (Cj Rosalina)
60745780,Fortaleza/CE,Parque Dois Irmãos,Rua Eduardo Pinheiro
60745781,Fortaleza/CE,Parque Dois Irmãos,Rua Sérgio Silva
60745782,Fortaleza/CE,Parque Dois Irmãos,Travessa João Carlos
60745783,Fortaleza/CE,Parque Dois Irmãos,Rua SD-12 (Cj Rosalina)
60745785,Fortaleza/CE,Parque Dois Irmãos,Rua Edson Brasil
60745786,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 8 (Cj Rosalina)
60745789,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 9 (Cj Rosalina)
60745790,Fortaleza/CE,Parque Dois Irmãos,Rua Hildebrando Pereira
60745792,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 10 (Cj Rosalina)
60745795,Fortaleza/CE,Parque Dois Irmãos,Rua SD-13 (Cj Rosalina)
60745798,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 11 (Cj Rosalina)
60745802,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 12 (Cj Rosalina)
60745805,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 13 (Cj Rosalina)
60745808,Fortaleza/CE,Parque Dois Irmãos,Via de Pedestre 14 (Cj Rosalina)
60745810,Fortaleza/CE,Parque Dois Irmãos,Rua SD-14 (Cj Rosalina)
60748022,Fortaleza/CE,Prefeito José Walter,Rua Cedro Condominio 1 Bloco 1 (Cidade Jardim Fortaleza)
60748023,Fortaleza/CE,Prefeito José Walter,Rua Cedro Condominio 1 Bloco 2 (Cidade Jardim Fortaleza)
60748024,Fortaleza/CE,Prefeito José Walter,Rua Cedro Condominio 1 Bloco 3 (Cidade Jardim Fortaleza)
60748025,Fortaleza/CE,Prefeito José Walter,Rua Cedro Condominio 1 Bloco 4 (Cidade Jardim Fortaleza)
60748026,Fortaleza/CE,Prefeito José Walter,Rua Cedro Condominio 1 Bloco 5 (Cidade Jardim Fortaleza)
60748027,Fortaleza/CE,Prefeito José Walter,Rua Cedro Condomínio 1 Bloco 6 (Cidade Jardim Fortaleza)
60748028,Fortaleza/CE,Prefeito José Walter,Rua Cedro Condomínio 1 Bloco 7 (Cidade Jardim Fortaleza)
60748029,Fortaleza/CE,Prefeito José Walter,Rua Cedro Condomínio 1 Bloco 8 (Cidade Jardim Fortaleza)
60748030,Fortaleza/CE,Prefeito José Walter,Rua Cedro Condomínio 1 Bloco 9 (Cidade Jardim Fortaleza)
60748031,Fortaleza/CE,Prefeito José Walter,Rua Cedro Condomínio 1 Bloco 10 (Cidade Jardim Fortaleza)
60748032,Fortaleza/CE,Prefeito José Walter,Rua Cedro Condomínio 1 Bloco 11 (Cidade Jardim Fortaleza)
60748033,Fortaleza/CE,Prefeito José Walter,Rua Cedro Condomínio 1 Bloco 12 (Cidade Jardim Fortaleza)
60748034,Fortaleza/CE,Prefeito José Walter,Rua Cedro Condomínio 1 Bloco 13 (Cidade Jardim Fortaleza)
60748035,Fortaleza/CE,Prefeito José Walter,Rua Cedro Condomínio 1 Bloco 14 (Cidade Jardim Fortaleza)
60748036,Fortaleza/CE,Prefeito José Walter,Rua Cedro Condomínio 1 Bloco 15 (Cidade Jardim Fortaleza)
60748061,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 1 (Cidade Jardim Fortaleza)
60748062,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 2 (Cidade Jardim Fortaleza)
60748063,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 3 (Cidade Jardim Fortaleza)
60748064,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 4 (Cidade Jardim Fortaleza)
60748065,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 5 (Cidade Jardim Fortaleza)
60748066,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 6 (Cidade Jardim Fortaleza)
60748067,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 7 (Cidade Jardim Fortaleza)
60748068,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 8 (Cidade Jardim Fortaleza)
60748069,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 9 (Cidade Jardim Fortaleza)
60748070,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 10 (Cidade Jardim Fortaleza)
60748071,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 11 (Cidade Jardim Fortaleza)
60748072,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 12 (Cidade Jardim Fortaleza)
60748073,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 13 (Cidade Jardim Fortaleza)
60748074,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 14 (Cidade Jardim Fortaleza)
60748075,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 15 (Cidade Jardim Fortaleza)
60748076,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 16 (Cidade Jardim Fortaleza)
60748077,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 17 (Cidade Jardim Fortaleza)
60748078,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 18 (Cidade Jardim Fortaleza)
60748079,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 19 (Cidade Jardim Fortaleza)
60748080,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 20 (Cidade Jardim Fortaleza)
60748081,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 21 (Cidade Jardim Fortaleza)
60748082,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 22 (Cidade Jardim Fortaleza)
60748083,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 23 (Cidade Jardim Fortaleza)
60748084,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 24 (Cidade Jardim Fortaleza)
60748085,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 25 (Cidade Jardim Fortaleza)
60748086,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 26 (Cidade Jardim Fortaleza)
60748087,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 27 (Cidade Jardim Fortaleza)
60748088,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 28 (Cidade Jardim Fortaleza)
60748089,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 29 (Cidade Jardim Fortaleza)
60748090,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 30 (Cidade Jardim Fortaleza)
60748091,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 31 (Cidade Jardim Fortaleza)
60748092,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 32 (Cidade Jardim Fortaleza)
60748093,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 33 (Cidade Jardim Fortaleza)
60748094,Fortaleza/CE,Prefeito José Walter,Avenida Pau Brasil Condomínio 2 Bloco 34 (Cidade Jardim Fortaleza)
60748151,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 3 Bloco 1 (Cidade Jardim Fortaleza)
60748152,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 3 Bloco 2 (Cidade Jardim Fortaleza)
60748153,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 3 Bloco 3 (Cidade Jardim Fortaleza)
60748154,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 3 Bloco 4 (Cidade Jardim Fortaleza)
60748155,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 3 Bloco 5 (Cidade Jardim Fortaleza)
60748156,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 3 Bloco 6 (Cidade Jardim Fortaleza)
60748157,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 3 Bloco 7 (Cidade Jardim Fortaleza)
60748158,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 3 Bloco 8 (Cidade Jardim Fortaleza)
60748159,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 3 Bloco 9 (Cidade Jardim Fortaleza)
60748160,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 3 Bloco 10 (Cidade Jardim Fortaleza)
60748161,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 3 Bloco 11 (Cidade Jardim Fortaleza)
60748171,Fortaleza/CE,Prefeito José Walter,Rua A Condomínio 3 Bloco 12 (Cidade Jardim Fortaleza)
60748172,Fortaleza/CE,Prefeito José Walter,Rua A Condomínio 3 Bloco 13 (Cidade Jardim Fortaleza)
60748173,Fortaleza/CE,Prefeito José Walter,Rua A Condomínio 3 Bloco 14 (Cidade Jardim Fortaleza)
60748174,Fortaleza/CE,Prefeito José Walter,Rua A Condomínio 3 Bloco 15 (Cidade Jardim Fortaleza)
60748175,Fortaleza/CE,Prefeito José Walter,Rua A Condomínio 3 Bloco 16 (Cidade Jardim Fortaleza)
60748176,Fortaleza/CE,Prefeito José Walter,Rua A Condomínio 3 Bloco 17 (Cidade Jardim Fortaleza)
60748177,Fortaleza/CE,Prefeito José Walter,Rua A Condomínio 3 Bloco 18 (Cidade Jardim Fortaleza)
60748178,Fortaleza/CE,Prefeito José Walter,Rua A Condomínio 3 Bloco 19 (Cidade Jardim Fortaleza)
60748179,Fortaleza/CE,Prefeito José Walter,Rua A Condomínio 3 Bloco 20 (Cidade Jardim Fortaleza)
60748180,Fortaleza/CE,Prefeito José Walter,Rua A Condomínio 3 Bloco 21 (Cidade Jardim Fortaleza)
60748200,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 4 Bloco 1 (Cidade Jardim Fortaleza)
60748201,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 4 Bloco 2 (Cidade Jardim Fortaleza)
60748202,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 4 Bloco 3 (Cidade Jardim Fortaleza)
60748203,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 4 Bloco 4 (Cidade Jardim Fortaleza)
60748204,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 4 Bloco 5 (Cidade Jardim Fortaleza)
60748205,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 4 Bloco 6 (Cidade Jardim Fortaleza)
60748206,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 4 Bloco 7 (Cidade Jardim Fortaleza)
60748207,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 4 Bloco 8 (Cidade Jardim Fortaleza)
60748208,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 4 Bloco 9 (Cidade Jardim Fortaleza)
60748209,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 4 Bloco 10 (Cidade Jardim Fortaleza)
60748210,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 4 Bloco 11 (Cidade Jardim Fortaleza)
60748211,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 4 Bloco 12 (Cidade Jardim Fortaleza)
60748212,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 4 Bloco 13 (Cidade Jardim Fortaleza)
60748213,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 4 Bloco 14 (Cidade Jardim Fortaleza)
60748214,Fortaleza/CE,Prefeito José Walter,Avenida Sapucaia Condomínio 4 Bloco 15 (Cidade Jardim Fortaleza)
60748231,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 16 (Cidade Jardim Fortaleza)
60748232,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 17 (Cidade Jardim Fortaleza)
60748233,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 18 (Cidade Jardim Fortaleza)
60748234,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 19 (Cidade Jardim Fortaleza)
60748235,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 20 (Cidade Jardim Fortaleza)
60748236,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 21 (Cidade Jardim Fortaleza)
60748237,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 22 (Cidade Jardim Fortaleza)
60748238,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 23 (Cidade Jardim Fortaleza)
60748239,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 24 (Cidade Jardim Fortaleza)
60748240,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 25 (Cidade Jardim Fortaleza)
60748241,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 26 (Cidade Jardim Fortaleza)
60748242,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 27 (Cidade Jardim Fortaleza)
60748243,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 28 (Cidade Jardim Fortaleza)
60748244,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 29 (Cidade Jardim Fortaleza)
60748245,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 30 (Cidade Jardim Fortaleza)
60748246,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 31 (Cidade Jardim Fortaleza)
60748247,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 32 (Cidade Jardim Fortaleza)
60748248,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 33 (Cidade Jardim Fortaleza)
60748249,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 4 Bloco 34 (Cidade Jardim Fortaleza)
60748260,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 5 Bloco 1 (Cidade Jardim Fortaleza)
60748261,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 5 Bloco 2 (Cidade Jardim Fortaleza)
60748262,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 5 Bloco 3 (Cidade Jardim Fortaleza)
60748263,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 5 Bloco 4 (Cidade Jardim Fortaleza)
60748264,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 5 Bloco 5 (Cidade Jardim Fortaleza)
60748265,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 5 Bloco 6 (Cidade Jardim Fortaleza)
60748266,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 5 Bloco 7 (Cidade Jardim Fortaleza)
60748267,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 5 Bloco 8 (Cidade Jardim Fortaleza)
60748268,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 5 Bloco 9 (Cidade Jardim Fortaleza)
60748269,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 5 Bloco 10 (Cidade Jardim Fortaleza)
60748270,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 5 Bloco 11 (Cidade Jardim Fortaleza)
60748271,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 5 Bloco 12 (Cidade Jardim Fortaleza)
60748272,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 5 Bloco 13 (Cidade Jardim Fortaleza)
60748273,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 5 Bloco 14 (Cidade Jardim Fortaleza)
60748274,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 5 Bloco 15 (Cidade Jardim Fortaleza)
60748275,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 5 Bloco 16 (Cidade Jardim Fortaleza)
60748276,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 5 Bloco 17 (Cidade Jardim Fortaleza)
60748277,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 5 Bloco 18 (Cidade Jardim Fortaleza)
60748290,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 6 Bloco 1 (Cidade Jardim Fortaleza)
60748291,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 6 Bloco 2 (Cidade Jardim Fortaleza)
60748292,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 6 Bloco 3 (Cidade Jardim Fortaleza)
60748293,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 6 Bloco 4 (Cidade Jardim Fortaleza)
60748294,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 6 Bloco 5 (Cidade Jardim Fortaleza)
60748295,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 6 Bloco 6 (Cidade Jardim Fortaleza)
60748296,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 6 Bloco 7 (Cidade Jardim Fortaleza)
60748297,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 6 Bloco 8 (Cidade Jardim Fortaleza)
60748298,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 6 Bloco 9 (Cidade Jardim Fortaleza)
60748299,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 6 Bloco 10 (Cidade Jardim Fortaleza)
60748300,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 6 Bloco 11 (Cidade Jardim Fortaleza)
60748301,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 6 Bloco 12 (Cidade Jardim Fortaleza)
60748302,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 6 Bloco 13 (Cidade Jardim Fortaleza)
60748303,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 6 Bloco 14 (Cidade Jardim Fortaleza)
60748304,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 6 Bloco 15 (Cidade Jardim Fortaleza)
60748305,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 6 Bloco 16 (Cidade Jardim Fortaleza)
60748306,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 6 Bloco 17 (Cidade Jardim Fortaleza)
60748307,Fortaleza/CE,Prefeito José Walter,Rua C Condomínio 6 Bloco 18 (Cidade Jardim Fortaleza)
60748330,Fortaleza/CE,Prefeito José Walter,Rua A Condomínio 7 Bloco 1 (Cidade Jardim Fortaleza)
60748331,Fortaleza/CE,Prefeito José Walter,Rua A Condomínio 7 Bloco 2 (Cidade Jardim Fortaleza)
60748332,Fortaleza/CE,Prefeito José Walter,Rua A Condomínio 7 Bloco 3 (Cidade Jardim Fortaleza)
60748333,Fortaleza/CE,Prefeito José Walter,Rua A Condomínio 7 Bloco 4 (Cidade Jardim Fortaleza)
60748334,Fortaleza/CE,Prefeito José Walter,Rua A Condomínio 7 Bloco 5 (Cidade Jardim Fortaleza)
60748335,Fortaleza/CE,Prefeito José Walter,Rua A Condomínio 7 Bloco 6 (Cidade Jardim Fortaleza)
60748336,Fortaleza/CE,Prefeito José Walter,Rua A Condomínio 7 Bloco 7 (Cidade Jardim Fortaleza)
60748337,Fortaleza/CE,Prefeito José Walter,Rua A Condomínio 7 Bloco 8 (Cidade Jardim Fortaleza)
